20 150
[[0,0.700625,0.428692,0.33904,0.899976,0.0556517,0.289246,0.863933,0.38553,0.244149,0.148124,0.0226839,0.155917,0.530072,0.208967,0.15454,0.146116,0.334781,0.129315,0.053899,0.200279,0.371633,0.463685,0.331637,0.394043,0.827597,0.834291,0.322808,0.914269,0.228136,0.984042,0.322124,0.989893,0.885394,0.230025,0.21113,0.5371,0.768673,0.463527,0.902403,0.656415,0.837188,0.273356,0.880113,0.0803348,0.93738,0.918353,0.478239,0.699688,0.67456,0.339088,0.0685066,0.809392,0.751932,0.549917,0.445668,0.176784,0.454612,0.918748,0.074268,0.719295,0.760661,0.970993,0.180314,0.28539,0.667908,0.0326406,0.628286,0.752374,0.851819,0.913428,0.572772,0.0504795,0.213268,0.714843,0.152923,0.360036,0.661978,0.348935,0.980605,0.925928,0.583403,0.744678,0.74315,0.425253,0.389709,0.568716,0.271241,0.0506133,0.679085,0.100507,0.578944,0.942424,0.246944,0.137842,0.56525,0.0607075,0.354027,0.643843,0.130877,0.895314,0.639379,0.532227,0.365067,0.111586,0.481951,0.244766,0.775075,0.312381,0.287011,0.91672,0.827931,0.282935,0.431023,0.0825184,0.155488,0.664818,0.0019328,0.530735,0.68836,0.393295,0.0367702,0.746229,0.367081,0.95604,0.550879,0.876169,0.5052,0.546461,0.922887,0.537987,0.355885,0.830759,0.410441,0.927364,0.758105,0.948751,0.0721258,0.701417,0.210571,0.571127,0.860952,0.193857,0.376973,0.538521,0.587811,0.714171,0.0878071,0.0975626,0.723155],
[0.700625,0,0.825278,0.35493,0.258692,0.0884147,0.246984,0.402329,0.853599,0.252845,0.56288,0.240358,0.302474,0.124424,0.948773,0.88928,0.323602,0.238078,0.508599,0.369129,0.195787,0.144664,0.876044,0.503404,0.572248,0.785996,0.396056,0.338499,0.99567,0.704229,0.153395,0.741667,0.25211,0.175235,0.645664,0.963115,0.848042,0.239811,0.320689,0.846905,0.292531,0.776818,0.697651,0.969193,0.935296,0.419532,0.703851,0.845611,0.973127,0.253732,0.809913,0.180991,0.83428,0.441897,0.787571,0.71592,0.110154,0.268586,0.466383,0.717927,0.0878487,0.315589,0.0932258,0.663733,0.170823,0.196283,0.443092,0.30895,0.256533,0.901103,0.217471,0.500101,0.565613,0.596921,0.0982371,0.773128,0.94114,0.912277,0.372769,0.794325,0.688894,0.468903,0.164568,0.316105,0.978275,0.452789,0.792907,0.595824,0.811049,0.055447,0.396439,0.834277,0.245065,0.106336,0.297129,0.937926,0.284693,0.713979,0.657546,0.49063,0.440587,0.665225,0.715489,0.43705,0.224792,0.893991,0.0139169,0.842054,0.959076,0.744155,0.885256,0.0790949,0.176077,0.343171,0.258652,0.219691,0.750897,0.262807,0.0777952,0.0629953,0.580934,0.893121,0.540186,0.74421,0.213767,0.963932,0.243625,0.0469377,0.427284,0.835622,0.740925,0.550674,0.949715,0.447134,0.853707,0.73197,0.560421,0.575522,0.453754,0.52199,0.106386,0.757023,0.168268,0.650531,0.799745,0.846131,0.228393,0.719051,0.254907,0.679076],
[0.428692,0.825278,0,0.593415,0.81138,0.948454,0.344315,0.726856,0.847628,0.553697,0.316886,0.529484,0.533544,0.616681,0.210271,0.542111,0.614335,0.925185,0.990382,0.576305,0.581294,0.401533,0.952453,0.998372,0.943178,0.320177,0.508034,0.592597,0.891327,0.156543,0.131842,0.666085,0.332386,0.808164,0.382087,0.653167,0.302868,0.607924,0.697866,0.281097,0.0333419,0.401523,0.918181,0.339503,0.732682,0.446374,0.339831,0.72064,0.703279,0.42063,0.319983,0.371394,0.774794,0.273888,0.0564917,0.7564,0.451757,0.316189,0.956439,0.710246,0.844875,0.994929,0.616606,0.554876,0.171442,0.306981,0.117599,0.207029,0.0385564,0.816509,0.0830776,0.695415,0.698982,0.0529213,0.430004,0.915443,0.80885,0.994398,0.432207,0.921887,0.711572,0.643512,0.468005,0.155968,0.157418,0.618246,0.848759,0.0580429,0.401682,0.633792,0.457892,0.171731,0.913573,0.643775,0.315299,0.728359,0.233082,0.563196,0.46308,0.135173,0.840771,0.942405,0.19606,0.319225,0.71192,0.294459,0.897491,0.710441,0.23821,0.473636,0.678662,0.52594,0.165795,0.549001,0.786295,0.644654,0.446899,0.089173,0.0179008,0.496781,0.422872,0.918246,0.0585588,0.522021,0.441344,0.862889,0.391807,0.998256,0.12164,0.933596,0.837512,0.920588,0.124101,0.447676,0.317722,0.622738,0.452359,0.434509,0.461873,0.685611,0.0744918,0.884101,0.510168,0.396389,0.06539,0.84942,0.147071,0.179313,0.437978,0.83854],
[0.33904,0.35493,0.593415,0,0.840081,0.209506,0.5467,0.801197,0.0246533,0.655536,0.601734,0.657071,0.813332,0.909222,0.291746,0.562727,0.952699,0.52112,0.454483,0.378604,0.402074,0.307635,0.60927,0.638262,0.431267,0.535584,0.96552,0.624498,0.793319,0.524225,0.215762,0.415015,0.232286,0.552539,0.160538,0.644455,0.80397,0.152677,0.0239527,0.345352,0.010915,0.386164,0.590589,0.183195,0.922434,0.088645,0.638593,0.0207608,0.900529,0.815255,0.282383,0.445728,0.901854,0.981262,0.880952,0.19551,0.866969,0.170899,0.436287,0.383967,0.901305,0.264585,0.36545,0.990291,0.63374,0.696022,0.873082,0.472936,0.121198,0.363672,0.729302,0.821995,0.99647,0.00503393,0.291648,0.459712,0.364692,0.144132,0.675196,0.204038,0.910361,0.620302,0.85589,0.601894,0.238861,0.388078,0.896545,0.200468,0.912022,0.93126,0.653679,0.798889,0.897722,0.38356,0.581765,0.789379,0.776812,0.328007,0.728344,0.96283,0.592033,0.497587,0.376546,0.384733,0.152889,0.496123,0.0874961,0.860113,0.714662,0.537683,0.292239,0.294421,0.360236,0.681085,0.699644,0.679995,0.396827,0.229479,0.887407,0.205105,0.698127,0.827394,0.919564,0.103014,0.916843,0.205033,0.069213,0.308203,0.612411,0.833498,0.564051,0.28442,0.38467,0.186975,0.267356,0.419972,0.542707,0.936725,0.147855,0.307124,0.433098,0.124543,0.369556,0.443974,0.799835,0.922524,0.744551,0.523264,0.440053,0.316365],
[0.899976,0.258692,0.81138,0.840081,0,0.0118217,0.702398,0.538981,0.617757,0.113792,0.173324,0.209329,0.470074,0.575904,0.162376,0.542353,0.972334,0.693886,0.96177,0.661302,0.832123,0.445667,0.802677,0.520733,0.262552,0.742947,0.344476,0.196722,0.81076,0.13336,0.776139,0.290923,0.546363,0.464375,0.299721,0.439137,0.974449,0.589178,0.459587,0.707696,0.125147,0.235773,0.790458,0.614208,0.518231,0.347275,0.503507,0.39568,0.0708313,0.807123,0.734105,0.0145749,0.264706,0.576074,0.619367,0.763807,0.563572,0.388062,0.550459,0.548884,0.102666,0.421108,0.318742,0.19643,0.369066,0.00118358,0.56984,0.761306,0.711129,0.95323,0.0602552,0.190483,0.653356,0.656995,0.945976,0.917997,0.215229,0.670343,0.204769,0.992615,0.201631,0.730195,0.498015,0.242928,0.788124,0.810773,0.59755,0.703336,0.273001,0.387193,0.618483,0.392211,0.726624,0.431522,0.78343,0.468936,0.103543,0.0642101,0.104231,0.599804,0.547449,0.95034,0.964591,0.754442,0.539405,0.764404,0.139861,0.170062,0.602664,0.665556,0.955143,0.578309,0.399132,0.762341,0.140497,0.569596,0.118014,0.0998426,0.958101,0.906634,0.49424,0.453592,0.208279,0.31584,0.0743683,0.0985649,0.433313,0.704049,0.0855483,0.75527,0.0886471,0.20327,0.161237,0.966456,0.505426,0.640833,0.933194,0.811985,0.264541,0.13062,0.786171,0.026417,0.129848,0.428102,0.814491,0.504891,0.992517,0.750606,0.602096,0.288137],
[0.0556517,0.0884147,0.948454,0.209506,0.0118217,0,0.966509,0.359031,0.219036,0.150565,0.701187,0.814754,0.107366,0.847287,0.755227,0.694725,0.2133,0.425623,0.939431,0.890858,0.941408,0.893284,0.328166,0.141294,0.704256,0.141474,0.351912,0.17231,0.576929,0.42216,0.183342,0.779089,0.798717,0.945009,0.89274,0.233014,0.991226,0.739987,0.301454,0.0243562,0.30158,0.255351,0.795041,0.992962,0.589115,0.315814,0.469147,0.245706,0.587685,0.870148,0.782733,0.38145,0.928794,0.490159,0.408292,0.424996,0.87958,0.8618,0.406369,0.651466,0.590703,0.286732,0.890867,0.770728,0.553121,0.45954,0.151882,0.563654,0.594375,0.178853,0.451864,0.522959,0.165967,0.778178,0.331901,0.951131,0.556365,0.350237,0.803678,0.934705,0.0891151,0.749891,0.00127255,0.299286,0.378135,0.685194,0.499745,0.346489,0.483144,0.366217,0.13515,0.98615,0.624319,0.722661,0.41885,0.21595,0.831151,0.337914,0.976232,0.194079,0.705073,0.192965,0.970672,0.776484,0.402401,0.785945,0.262135,0.633065,0.456039,0.295707,0.162286,0.0353684,0.285919,0.917113,0.821902,0.846227,0.29481,0.337433,0.0151615,0.99647,0.0381587,0.139188,0.142767,0.39548,0.236036,0.631931,0.788038,0.476868,0.102479,0.710971,0.792291,0.884244,0.897249,0.0262979,0.135589,0.592524,0.738714,0.438086,0.924136,0.142506,0.245036,0.391356,0.886059,0.247669,0.791166,0.281884,0.896259,0.892046,0.733189,0.256287],
[0.289246,0.246984,0.344315,0.5467,0.702398,0.966509,0,0.706477,0.773502,0.253672,0.528151,0.386631,0.882157,0.493159,0.882314,0.731346,0.968258,0.537132,0.169886,0.249484,0.876728,0.278463,0.211872,0.923355,0.856503,0.203341,0.880549,0.896851,0.180138,0.526217,0.824405,0.341226,0.215878,0.725908,0.61039,0.484158,0.357724,0.478653,0.15175,0.531587,0.917816,0.217568,0.0583554,0.471128,0.658297,0.805894,0.869114,0.559799,0.461506,0.613967,0.589766,0.867845,0.308506,0.0134886,0.576068,0.959259,0.998854,0.399455,0.11032,0.0704077,0.126874,0.095951,0.144431,0.405885,0.622434,0.394639,0.939256,0.885111,0.930232,0.891237,0.0439233,0.82314,0.285593,0.000374698,0.885241,0.944936,0.805211,0.139668,0.991266,0.503996,0.331215,0.682314,0.724004,0.186228,0.0808929,0.0903952,0.0578634,0.374813,0.852475,0.0827702,0.822526,0.155355,0.889336,0.990516,0.583689,0.21996,0.588318,0.31198,0.941889,0.635256,0.924163,0.898097,0.296476,0.496327,0.282723,0.428004,0.160406,0.891577,0.145512,0.280215,0.744327,0.932238,0.393013,0.915454,0.206399,0.687453,0.834028,0.90069,0.273086,0.267329,0.923751,0.548472,0.766105,0.860877,0.417495,0.903277,0.843688,0.270457,0.206694,0.381272,0.360196,0.334738,0.421058,0.622939,0.31112,0.668447,0.523739,0.565633,0.580348,0.320163,0.0277883,0.966128,0.802469,0.181675,0.340705,0.312979,0.789272,0.832856,0.295154,0.279887],
[0.863933,0.402329,0.726856,0.801197,0.538981,0.359031,0.706477,0,0.69564,0.923256,0.651813,0.262549,0.244776,0.319959,0.732652,0.060483,0.662443,0.675532,0.460204,0.262105,0.211068,0.254546,0.429861,0.75281,0.551488,0.25614,0.572759,0.973144,0.447315,0.903081,0.581619,0.694634,0.836307,0.0764918,0.233665,0.292624,0.644085,0.688022,0.49397,0.954862,0.739586,0.216841,0.542401,0.296638,0.268885,0.609704,0.188493,0.186585,0.784942,0.302009,0.485087,0.867054,0.538117,0.219399,0.578593,0.369515,0.199881,0.511212,0.267043,0.638309,0.0557788,0.54329,0.840232,0.772053,0.3609,0.743872,0.259675,0.273554,0.773,0.332056,0.38196,0.864524,0.986646,0.367345,0.571553,0.944969,0.378672,0.672478,0.619856,0.123315,0.400797,0.921128,0.246762,0.604557,0.194884,0.90016,0.668793,0.21492,0.101285,0.879225,0.323172,0.763544,0.0120442,0.610854,0.0839326,0.773785,0.21367,0.8534,0.850059,0.931895,0.434371,0.856888,0.83,0.383952,0.892969,0.502964,0.100548,0.136474,0.390554,0.54243,0.107778,0.897821,0.0978682,0.740064,0.153615,0.977773,0.464094,0.203068,0.461567,0.566364,0.301439,0.269316,0.515005,0.425471,0.389518,0.0124761,0.128132,0.588314,0.884512,0.752627,0.181965,0.119154,0.763148,0.952657,0.0596611,0.930037,0.627046,0.636204,0.475908,0.640817,0.467273,0.187905,0.859428,0.256604,0.49276,0.763075,0.0589005,0.0365244,0.854478,0.0883345],
[0.38553,0.853599,0.847628,0.0246533,0.617757,0.219036,0.773502,0.69564,0,0.0142624,0.935006,0.29959,0.932769,0.66634,0.796572,0.496954,0.215374,0.424506,0.988901,0.443768,0.774803,0.0589859,0.974694,0.491355,0.161907,0.384705,0.302568,0.00291855,0.656127,0.420679,0.541857,0.0745279,0.348753,0.926908,0.0191955,0.673416,0.165731,0.594609,0.516104,0.0826331,0.810439,0.351514,0.220891,0.86955,0.994371,0.393887,0.816497,0.508221,0.307461,0.375007,0.126324,0.173639,0.956474,0.926698,0.451209,0.497919,0.0945335,0.745522,0.462935,0.358249,0.880934,0.11614,0.0390282,0.773187,0.71443,0.274185,0.737942,0.384245,0.48156,0.697404,0.273342,0.85759,0.69769,0.988971,0.293156,0.276887,0.958904,0.685428,0.0121033,0.638819,0.00740719,0.269629,0.611367,0.754025,0.750113,0.390221,0.808223,0.449879,0.35961,0.830226,0.657822,0.0388052,0.897163,0.578331,0.609015,0.505424,0.647983,0.733416,0.0295214,0.785817,0.927633,0.982742,0.594384,0.63567,0.46217,0.574458,0.739801,0.73048,0.927936,0.834508,0.477605,0.0342117,0.822484,0.580355,0.990152,0.516121,0.390334,0.884332,0.579297,0.74575,0.559019,0.34305,0.68025,0.41512,0.472629,0.507144,0.953847,0.814544,0.227843,0.666469,0.288777,0.349704,0.715306,0.16074,0.146319,0.895941,0.663643,0.568259,0.719483,0.368583,0.444874,0.261293,0.354939,0.842602,0.38254,0.0715716,0.967312,0.0811692,0.964986,0.994627],
[0.244149,0.252845,0.553697,0.655536,0.113792,0.150565,0.253672,0.923256,0.0142624,0,0.498399,0.971814,0.435072,0.112018,0.634727,0.993724,0.544999,0.0555057,0.00675202,0.161444,0.974707,0.633525,0.376294,0.837897,0.836072,0.28465,0.816383,0.243749,0.705458,0.306698,0.488157,0.490284,0.541475,0.234857,0.637991,0.173292,0.569628,0.442649,0.514216,0.669674,0.631494,0.412579,0.00524993,0.261226,0.716494,0.607639,0.802404,0.861027,0.266341,0.424101,0.26919,0.606446,0.458978,0.745778,0.129518,0.324492,0.232001,0.898688,0.344827,0.01885,0.273358,0.100573,0.39161,0.223638,0.294082,0.192201,0.0161475,0.594971,0.503655,0.361274,0.4347,0.982485,0.941928,0.95962,0.601291,0.0403502,0.0699311,0.510211,0.701352,0.820064,0.405637,0.263877,0.504608,0.327716,0.247007,0.745932,0.360267,0.821221,0.412283,0.0371419,0.458424,0.251697,0.486067,0.307812,0.520413,0.113756,0.315504,0.263582,0.897095,0.943582,0.729607,0.343596,0.405286,0.99367,0.420773,0.923171,0.862597,0.900487,0.78899,0.718069,0.606453,0.250965,0.13985,0.904013,0.0878471,0.644011,0.848485,0.329587,0.994994,0.778932,0.902856,0.753046,0.261236,0.711074,0.720028,0.126732,0.623564,0.811023,0.255915,0.659047,0.485655,0.169439,0.00499907,0.325216,0.71555,0.207766,0.384612,0.929848,0.553898,0.567213,0.87999,0.170091,0.825402,0.573098,0.264623,0.281053,0.899048,0.205787,0.447635,0.528159],
