10 100
[[0,0.896514,0.746453,0.108771,0.137802,0.614044,0.652368,0.124656,0.889385,0.393007,0.39887,0.816102,0.273917,0.205479,0.109907,0.503735,0.376455,0.0498134,0.872023,0.823434,0.155881,0.200366,0.139787,0.323153,0.240106,0.461751,0.909432,0.932566,0.779863,0.0751872,0.933301,0.940406,0.0692198,0.234605,0.147033,0.591834,0.816135,0.746395,0.0248742,0.410986,0.064877,0.267652,0.14049,0.606506,0.324538,0.772076,0.835755,0.215615,0.377255,0.46075,0.312029,0.265822,0.615076,0.348459,0.0621746,0.584622,0.524011,0.578252,0.202368,0.184381,0.0827703,0.847137,0.0630702,0.461374,0.232466,0.1941,0.559303,0.653794,0.138007,0.96125,0.592497,0.729973,0.296252,0.558677,0.00321351,0.58331,0.00970382,0.155634,0.278601,0.344889,0.925725,0.352145,0.95515,0.481161,0.0570082,0.308892,0.0462717,0.720032,0.0820854,0.66635,0.591274,0.502269,0.108998,0.337585,0.823114,0.531279,0.154486,0.776407,0.797967,0.0633189],
[0.896514,0,0.641933,0.795575,0.901588,0.684595,0.149788,0.210207,0.592081,0.770634,0.354701,0.396329,0.0709413,0.990215,0.484416,0.327396,0.37282,0.71329,0.299536,0.585073,0.771226,0.964113,0.678602,0.48425,0.738371,0.864678,0.932044,0.498025,0.444458,0.411528,0.575416,0.257171,0.173119,0.924617,0.277199,0.427496,0.944257,0.67174,0.932682,0.70732,0.234689,0.741843,0.525052,0.26916,0.0827096,0.799493,0.337029,0.642384,0.939536,0.921968,0.949966,0.506595,0.948128,0.868143,0.437839,0.0489523,0.436022,0.866954,0.388726,0.733241,0.297895,0.199543,0.934197,0.326919,0.611962,0.943315,0.703092,0.619494,0.759164,0.0445919,0.405977,0.111651,0.522627,0.563039,0.788423,0.50608,0.88096,0.575277,0.93399,0.477355,0.816642,0.900312,0.904147,0.67375,0.502142,0.409262,0.495281,0.793325,0.788503,0.20593,0.463649,0.996067,0.46545,0.861002,0.354438,0.719996,0.251807,0.70669,0.358608,0.554439],
[0.746453,0.641933,0,0.697938,0.996017,0.737933,0.0411986,0.111742,0.804475,0.0104495,0.919294,0.639654,0.923124,0.129877,0.319794,0.193316,0.315812,0.563214,0.489637,0.233203,0.00324806,0.215436,0.76879,0.470751,0.571565,0.644256,0.356914,0.235895,0.0570845,0.575901,0.174298,0.349241,0.154408,0.656663,0.371918,0.304606,0.510379,0.353801,0.677168,0.742677,0.954425,0.411809,0.278836,0.697883,0.581684,0.132486,0.0629519,0.767831,0.289665,0.173912,0.254611,0.290608,0.884119,0.0110642,0.0515982,0.586257,0.562911,0.35869,0.429817,0.0900957,0.765598,0.935058,0.277451,0.273534,0.12592,0.327599,0.974831,0.657748,0.620504,0.819561,0.13622,0.018885,0.0467777,0.342047,0.661366,0.665094,0.882212,0.809323,0.355439,0.85767,0.901477,0.89951,0.590936,0.31788,0.578724,0.702061,0.859435,0.421833,0.778273,0.0596019,0.183475,0.701509,0.592384,0.649053,0.271303,0.654347,0.369088,0.115712,0.600956,0.73484],
[0.108771,0.795575,0.697938,0,0.710967,0.687584,0.484897,0.591735,0.0924688,0.302325,0.413978,0.604091,0.555072,0.937651,0.919874,0.588606,0.271455,0.747824,0.869221,0.455393,0.0933039,0.52654,0.019374,0.0350927,0.40903,0.473193,0.269816,0.600757,0.130902,0.297365,0.60869,0.165162,0.0215442,0.198231,0.326762,0.773709,0.545261,0.896645,0.854264,0.970802,0.234194,0.387761,0.857253,0.301631,0.590005,0.640595,0.153847,0.197427,0.28489,0.339605,0.154512,0.925149,0.92519,0.390265,0.0226069,0.194743,0.548797,0.470411,0.482239,0.846732,0.680316,0.510668,0.0631561,0.154095,0.777723,0.971753,0.650531,0.328017,0.833062,0.152273,0.679554,0.827418,0.662488,0.130438,0.784701,0.930863,0.0956753,0.628432,0.247021,0.106863,0.925882,0.608071,0.577104,0.0639283,0.902789,0.0810427,0.833889,0.579183,0.995987,0.557522,0.403846,0.413286,0.155447,0.894694,0.706911,0.946547,0.782945,0.235612,0.400384,0.383891],
[0.137802,0.901588,0.996017,0.710967,0,0.703483,0.39536,0.41502,0.334654,0.7646,0.410238,0.848754,0.0478052,0.294613,0.264081,0.179171,0.595509,0.548867,0.320376,0.996936,0.454143,0.431436,0.489175,0.115184,0.562262,0.902822,0.349604,0.259697,0.533888,0.933226,0.115066,0.279548,0.944665,0.992633,0.439236,0.415084,0.848032,0.13867,0.706542,0.0866731,0.53372,0.410082,0.279651,0.592169,0.471281,0.741763,0.784984,0.521265,0.511251,0.0975134,0.0641436,0.0147796,0.359132,0.054297,0.143985,0.277773,0.288637,0.180358,0.248802,0.449957,0.873878,0.435116,0.424602,0.0266624,0.468933,0.376933,0.983779,0.279495,0.507781,0.808176,0.759986,0.665747,0.181889,0.518625,0.614582,0.5486,0.559048,0.768519,0.749029,0.0456115,0.384846,0.25154,0.717537,0.618006,0.106803,0.207308,0.0254557,0.968507,0.0475048,0.367586,0.890204,0.632763,0.252938,0.872508,0.00211915,0.83747,0.352642,0.832755,0.437905,0.749119],
[0.614044,0.684595,0.737933,0.687584,0.703483,0,0.252967,0.599229,0.107627,0.492512,0.131633,0.192163,0.847857,0.204337,0.386724,0.574659,0.41321,0.228362,0.991048,0.533405,0.122724,0.233279,0.719235,0.971135,0.732589,0.659176,0.372639,0.143739,0.777111,0.0787584,0.435617,0.673511,0.0973208,0.69951,0.713486,0.0228448,0.0467382,0.162702,0.927198,0.349785,0.659053,0.164379,0.0892972,0.00859596,0.161904,0.757569,0.492265,0.037037,0.212373,0.741193,0.0570349,0.0668224,0.115547,0.384454,0.277164,0.703036,0.791336,0.446232,0.865356,0.676981,0.137168,0.0770499,0.718153,0.601791,0.891401,0.948476,0.611488,0.0494339,0.912606,0.399476,0.115578,0.0376507,0.3603,0.706451,0.6458,0.680864,0.151254,0.393988,0.305748,0.318437,0.133074,0.0387754,0.748469,0.413662,0.973877,0.218029,0.750499,0.0342213,0.385672,0.479343,0.845382,0.435044,0.523434,0.0886088,0.553441,0.426118,0.159436,0.318068,0.0222672,0.843284],
[0.652368,0.149788,0.0411986,0.484897,0.39536,0.252967,0,0.0693861,0.673088,0.153038,0.938265,0.494244,0.763475,0.539958,0.31703,0.242159,0.824722,0.541742,0.434007,0.128181,0.441701,0.851357,0.510448,0.945424,0.400418,0.621848,0.272704,0.382039,0.854357,0.246421,0.464763,0.0797342,0.0154047,0.555652,0.0568938,0.730339,0.160682,0.141444,0.126922,0.355509,0.635585,0.665997,0.0794696,0.864976,0.501501,0.472794,0.586011,0.955542,0.99708,0.89239,0.245435,0.152568,0.347852,0.441762,0.540345,0.64326,0.980886,0.389929,0.606679,0.229085,0.116397,0.290817,0.348627,0.0363204,0.779869,0.533117,0.901382,0.220909,0.357402,0.878457,0.432235,0.913827,0.375321,0.409929,0.541357,0.963094,0.764727,0.789689,0.382933,0.162934,0.13547,0.66317,0.147935,0.470175,0.211201,0.202825,0.908701,0.174354,0.0566478,0.676633,0.38508,0.862131,0.280203,0.993387,0.371761,0.152221,0.712406,0.307657,0.796603,0.901986],
[0.124656,0.210207,0.111742,0.591735,0.41502,0.599229,0.0693861,0,0.857891,0.330883,0.642708,0.125012,0.824007,0.901586,0.0866522,0.736348,0.554679,0.673031,0.815259,0.737859,0.475403,0.172202,0.416603,0.433522,0.912023,0.447918,0.310255,0.557048,0.680199,0.386574,0.611659,0.759266,0.064485,0.394906,0.168965,0.346654,0.974437,0.0156772,0.679298,0.758925,0.654101,0.363721,0.0540174,0.313421,0.0939422,0.333126,0.623238,0.287441,0.886298,0.00506531,0.509224,0.268076,0.535919,0.767748,0.377853,0.389037,0.972398,0.131704,0.962316,0.993436,0.15969,0.521786,0.548314,0.40098,0.316111,0.0503871,0.469098,0.473991,0.186046,0.986803,0.726803,0.0454704,0.688967,0.806935,0.220394,0.58933,0.304843,0.0440929,0.832218,0.609568,0.82597,0.990937,0.182774,0.302736,0.835194,0.237793,0.477643,0.795043,0.906938,0.74688,0.655574,0.35026,0.747547,0.942279,0.892031,0.830214,0.353495,0.605589,0.234796,0.173393],
[0.889385,0.592081,0.804475,0.0924688,0.334654,0.107627,0.673088,0.857891,0,0.384879,0.276727,0.245303,0.646284,0.620959,0.967103,0.748918,0.285555,0.530031,0.713691,0.0991125,0.389514,0.628543,0.459417,0.132395,0.678601,0.427639,0.836183,0.917034,0.61764,0.039695,0.491149,0.130055,0.596612,0.901915,0.234123,0.610315,0.658477,0.70168,0.988095,0.307218,0.278138,0.385466,0.263428,0.313264,0.680191,0.499927,0.500168,0.187088,0.959922,0.905355,0.240269,0.67647,0.567549,0.0263612,0.841428,0.49772,0.041194,0.602449,0.533368,0.264853,0.292113,0.802392,0.277338,0.160418,0.598517,0.737535,0.0424263,0.36439,0.478039,0.557101,0.764029,0.726974,0.83379,0.411132,0.341502,0.0106288,0.103201,0.708736,0.0231542,0.671479,0.393664,0.68448,0.56676,0.911877,0.155595,0.754759,0.442831,0.743394,0.512206,0.127745,0.0675729,0.334356,0.951764,0.207517,0.610329,0.783979,0.393079,0.0625312,0.721159,0.376023],
[0.393007,0.770634,0.0104495,0.302325,0.7646,0.492512,0.153038,0.330883,0.384879,0,0.481896,0.994578,0.762121,0.986037,0.298736,0.830299,0.28892,0.353737,0.421348,0.351522,0.451575,0.997704,0.289395,0.555018,0.436206,0.801823,0.972555,0.0466794,0.384083,0.392795,0.304146,0.612921,0.451335,0.706773,0.909576,0.195095,0.563658,0.664157,0.874549,0.702676,0.710829,0.822702,0.841056,0.0874933,0.246609,0.49721,0.616099,0.71524,0.867945,0.586506,0.654363,0.546269,0.974093,0.190301,0.652256,0.168488,0.831208,0.132827,0.00155762,0.563975,0.341327,0.467323,0.903328,0.873379,0.813804,0.498947,0.289532,0.468687,0.644363,0.0713999,0.0514557,0.640463,0.650925,0.321977,0.533359,0.848068,0.473425,0.711195,0.692654,0.775838,0.427967,0.9379,0.865857,0.296913,0.606222,0.757139,0.861455,0.141713,0.859239,0.0881862,0.115109,0.316688,0.445693,0.566284,0.459145,0.410204,0.48348,0.910848,0.444256,0.93372],
[0.39887,0.354701,0.919294,0.413978,0.410238,0.131633,0.938265,0.642708,0.276727,0.481896,0,0.101673,0.330545,0.880132,0.809148,0.0252178,0.562044,0.403092,0.385458,0.856675,0.832746,0.897102,0.519349,0.440663,0.312658,0.365087,0.579812,0.00716384,0.785479,0.667595,0.590062,0.205639,0.089851,0.752253,0.693216,0.414606,0.512521,0.5632,0.988516,0.368459,0.622649,0.807347,0.187688,0.368744,0.987629,0.568644,0.84867,0.371623,0.660983,0.460537,0.018644,0.00432534,0.463349,0.892253,0.355504,0.269441,0.340226,0.237739,0.247781,0.574138,0.278807,0.154197,0.00383262,0.183581,0.347585,0.674875,0.67468,0.632341,0.262402,0.933443,0.0905334,0.437362,0.710196,0.512957,0.0377096,0.388785,0.116313,0.670147,0.860734,0.702337,0.924644,0.874337,0.965972,0.841838,0.0513593,0.0743783,0.587852,0.585078,0.620089,0.705893,0.0703718,0.144043,0.453009,0.953391,0.0680588,0.721597,0.949178,0.794747,0.785478,0.349123],
